##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCA_965138235.1	PRJEB85433	SAMEA117660387	CBCSDF000000000.1	na	184924	184924	Pseudoalteromonas maricaloris	strain=type strain: CIP106859	CIP106859T	latest	Scaffold	Major	Full	2025-02-13	CIP106859T	Collection de l'Institut Pasteur	GCF_965138235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/235/GCA_965138235.1_CIP106859T	na	assembly from type material	na	haploid	bacteria	5570887	5570205	43.000000	0	89	89	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4921	4799	111	na
GCA_965139905.1	PRJEB85433	SAMEA117660410	CBCSKI000000000.1	na	184924	184924	Pseudoalteromonas maricaloris	strain=type strain: CIP107428	CIP107428T	latest	Scaffold	Major	Full	2025-02-13	CIP107428T	Collection de l'Institut Pasteur	GCF_965139905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/905/GCA_965139905.1_CIP107428T	na	na	na	haploid	bacteria	5369468	5369233	43.000000	0	67	67	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-13	4756	4643	106	na
GCA_965139545.1	PRJEB85433	SAMEA117660416	CBCSIV000000000.1	na	192073	192073	Shewanella denitrificans	strain=type strain: CIP107825	CIP107825T	latest	Scaffold	Major	Full	2025-02-13	CIP107825T	Collection de l'Institut Pasteur	GCF_965139545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/545/GCA_965139545.1_CIP107825T	na	na	na	haploid	bacteria	4432992	4428746	45.000000	0	105	105	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3940	3841	94	na
GCA_965139515.1	PRJEB85433	SAMEA117660434	CBCSIH000000000.1	na	195907	195907	Gillisia limnaea	strain=type strain: CIP108418	CIP108418T	latest	Scaffold	Major	Full	2025-02-13	CIP108418T	Collection de l'Institut Pasteur	GCF_965139515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/515/GCA_965139515.1_CIP108418T	na	na	na	haploid	bacteria	3870191	3864772	37.500000	0	99	99	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3456	3395	56	na
GCA_965137775.1	PRJEB85433	SAMEA117660425	CBCSBV000000000.1	na	195930	195930	Cupriavidus respiraculi	strain=type strain: CIP108131	CIP108131T	latest	Scaffold	Major	Full	2025-02-13	CIP108131T	Collection de l'Institut Pasteur	GCF_965137775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/775/GCA_965137775.1_CIP108131T	na	na	na	haploid	bacteria	5593634	5593548	68.000000	0	35	35	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5104	5036	64	na
GCA_965135905.1	PRJEB85433	SAMEA117660294	CBCRTM000000000.1	na	202947	718	Actinobacillus equuli subsp. equuli	strain=type strain: CIP103284	CIP103284T	latest	Scaffold	Major	Full	2025-02-10	CIP103284T	Collection de l'Institut Pasteur	GCF_965135905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/135/905/GCA_965135905.1_CIP103284T	na	assembly from type material	na	haploid	bacteria	2380772	2380605	40.000000	0	35	35	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-10	2247	2170	75	na
GCA_965138785.1	PRJEB85433	SAMEA117660426	CBCSDX000000000.1	na	204470	204470	Alicyclobacillus pomorum	strain=type strain: CIP108162	CIP108162T	latest	Scaffold	Major	Full	2025-02-13	CIP108162T	Collection de l'Institut Pasteur	GCF_965138785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/785/GCA_965138785.1_CIP108162T	na	na	na	haploid	bacteria	3412875	3412742	53.500000	0	42	42	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3517	3394	121	na
GCA_965138285.1	PRJEB85433	SAMEA117660427	CBCSCH000000000.1	na	206041	206041	Flavobacterium gelidilacus	strain=type strain: CIP108171	CIP108171T	latest	Scaffold	Major	Full	2025-02-13	CIP108171T	Collection de l'Institut Pasteur	GCF_965138285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/285/GCA_965138285.1_CIP108171T	na	na	na	haploid	bacteria	3468606	3466984	30.000000	0	77	77	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3221	3132	86	na
GCA_965138665.1	PRJEB85433	SAMEA117660423	CBCSEQ000000000.1	na	206042	206042	Pseudoalteromonas mariniglutinosa	strain=type strain: CIP108079	CIP108079T	latest	Scaffold	Major	Full	2025-02-13	CIP108079T	Collection de l'Institut Pasteur	GCF_965138665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/665/GCA_965138665.1_CIP108079T	na	assembly from type material	na	haploid	bacteria	5020846	5015066	41.000000	0	64	64	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4391	4285	100	na
GCA_965139615.1	PRJEB85433	SAMEA117660616	CBCSIQ000000000.1	reference genome	206505	206505	Kerstersia similis	strain=type strain: CIP111651	CIP111651T	latest	Scaffold	Major	Full	2025-02-13	CIP111651T	Collection de l'Institut Pasteur	GCF_965139615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/615/GCA_965139615.1_CIP111651T	na	na	na	haploid	bacteria	3907681	3907611	61.500000	0	60	60	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3444	3375	63	na
GCA_965138795.1	PRJEB85433	SAMEA117660428	CBCSEB000000000.1	na	206506	206506	Kerstersia gyiorum	strain=type strain: CIP108214	CIP108214T	latest	Scaffold	Major	Full	2025-02-13	CIP108214T	Collection de l'Institut Pasteur	GCF_965138795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/795/GCA_965138795.1_CIP108214T	na	na	na	haploid	bacteria	3977610	3977410	62.500000	0	34	34	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3518	3455	60	na
GCA_965138805.1	PRJEB85433	SAMEA117660430	CBCSHT000000000.1	na	207340	207340	Roseomonas mucosa	strain=type strain: CIP108268	CIP108268T	latest	Scaffold	Major	Full	2025-02-13	CIP108268T	Collection de l'Institut Pasteur	GCF_965138805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/805/GCA_965138805.1_CIP108268T	na	na	na	haploid	bacteria	4836791	4836589	70.500000	0	312	312	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4442	4379	62	na
GCA_000210095.1	PRJNA39179	SAMEA3138364	na	reference genome	213810	1161942	Ruminococcus champanellensis 18P13 = JCM 17042	strain=type strain: 18P13	na	latest	Chromosome	Major	Full	2010-03-25	ASM21009v1	MetaHIT	GCF_000210095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/095/GCA_000210095.1_ASM21009v1	na	assembly from type material	na	haploid	bacteria	2573208	2513384	53.500000	1	1	1	MetaHIT	Annotation submitted by MetaHIT	2015-03-01	2162	2114	48	na
GCA_965138485.1	PRJEB85433	SAMEA117660456	CBCSDS000000000.1	na	221822	221822	Phaeobacter inhibens	strain=type strain: CIP109289	CIP109289T	latest	Scaffold	Major	Full	2025-02-13	CIP109289T	Collection de l'Institut Pasteur	GCF_965138485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/485/GCA_965138485.1_CIP109289T	na	assembly from type material	na	haploid	bacteria	4127096	4126673	60.000000	0	33	33	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3955	3887	63	na
GCA_965139835.1	PRJEB85433	SAMEA117660417	CBCSHU000000000.1	na	225084	225084	Erysipelothrix inopinata	strain=type strain: CIP107935	CIP107935T	latest	Scaffold	Major	Full	2025-02-13	CIP107935T	Collection de l'Institut Pasteur	GCF_965139835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/835/GCA_965139835.1_CIP107935T	na	assembly from type material	na	haploid	bacteria	2171984	2171912	35.500000	0	47	47	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2093	2029	64	na
GCA_965136645.1	PRJEB85433	SAMEA117660433	CBCRVS000000000.1	na	229204	229204	Flavobacterium frigoris	strain=type strain: CIP108385	CIP108385T	latest	Scaffold	Major	Full	2025-02-12	CIP108385T	Collection de l'Institut Pasteur	GCF_965136645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/645/GCA_965136645.1_CIP108385T	na	na	na	haploid	bacteria	4051156	4050876	34.000000	0	85	85	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3707	3537	170	na
GCA_900978195.1	PRJEB15325	SAMEA4425280	CAAHGE000000000.1	na	244366	244366	Klebsiella variicola	strain=type strain: F2R9	na	latest	Contig	Major	Full	2019-04-11	F2R9.1	Institut Pasteur	GCF_900978195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/978/195/GCA_900978195.1_F2R9.1	na	assembly from type material	na	haploid	bacteria	5470009	5470009	57.500000	0	82	82	Institut Pasteur	Annotation submitted by Institut Pasteur	2019-04-11	5163	5074	89	na
GCA_965138315.1	PRJEB85433	SAMEA117660455	CBCSEY000000000.1	na	249403	249403	Deinococcus frigens	strain=type strain: CIP109230	CIP109230T	latest	Scaffold	Major	Full	2025-02-13	CIP109230T	Collection de l'Institut Pasteur	GCF_965138315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/315/GCA_965138315.1_CIP109230T	na	na	na	haploid	bacteria	4039866	4039289	65.500000	0	241	241	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3972	3897	62	na
GCA_965137195.1	PRJEB85433	SAMEA117660448	CBCSDG000000000.1	reference genome	249406	249406	Deinococcus saxicola	strain=type strain: CIP109040	CIP109040T	latest	Scaffold	Major	Full	2025-02-13	CIP109040T	Collection de l'Institut Pasteur	GCF_965137195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/195/GCA_965137195.1_CIP109040T	na	na	na	haploid	bacteria	4637895	4637761	64.000000	0	371	371	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4619	4507	55	na
GCA_965139285.1	PRJEB85433	SAMEA117660447	CBCSJX000000000.1	na	249408	249408	Deinococcus marmoris	strain=type strain: CIP109039	CIP109039T	latest	Scaffold	Major	Full	2025-02-13	CIP109039T	Collection de l'Institut Pasteur	GCF_965139285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/285/GCA_965139285.1_CIP109039T	na	na	na	haploid	bacteria	4795037	4794841	64.500000	0	430	430	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4561	4476	66	na
GCA_965139295.1	PRJEB85433	SAMEA117660446	CBCSGH000000000.1	na	256326	256326	Psychrobacter arenosus	strain=type strain: CIP109036	CIP109036T	latest	Scaffold	Major	Full	2025-02-13	CIP109036T	Collection de l'Institut Pasteur	GCF_965139295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/295/GCA_965139295.1_CIP109036T	na	na	na	haploid	bacteria	3653016	3652885	45.000000	0	47	47	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2954	2897	52	na
GCA_001147205.1	PRJEB2357	SAMEA974661	CKBD00000000.1	na	257758	257758	Streptococcus pseudopneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-11	6259_8#18	SC	GCF_001147205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/147/205/GCA_001147205.1_6259_8_18	na	na	na	haploid	bacteria	2174085	2174085	40.000000	0	119	119	SC	Annotation submitted by SC	2020-08-04	2147	2110	37	na
GCA_001336595.1	PRJEB2357	SAMEA974647	CGVP00000000.1	na	257758	257758	Streptococcus pseudopneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-22	6259_5#22	SC	GCF_001336595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/336/595/GCA_001336595.1_6259_5_22	na	na	na	haploid	bacteria	2091536	2091477	40.000000	0	74	74	SC	Annotation submitted by SC	2020-08-04	2072	2031	41	na
GCA_965137165.1	PRJEB85433	SAMEA117660441	CBCRYE000000000.1	na	260084	260084	Asticcacaulis taihuensis	strain=type strain: CIP108788	CIP108788T	latest	Scaffold	Major	Full	2025-02-12	CIP108788T	Collection de l'Institut Pasteur	GCF_965137165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/165/GCA_965137165.1_CIP108788T	na	na	na	haploid	bacteria	3966562	3965606	60.000000	0	24	24	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3650	3591	56	na
GCA_965139145.1	PRJEB85433	SAMEA117660438	CBCSGD000000000.1	na	260365	260365	Shewanella aquimarina	strain=type strain: CIP108633	CIP108633T	latest	Scaffold	Major	Full	2025-02-13	CIP108633T	Collection de l'Institut Pasteur	GCF_965139145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/145/GCA_965139145.1_CIP108633T	na	na	na	haploid	bacteria	4411891	4411629	53.000000	0	40	40	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3889	3789	98	na
GCA_965139325.1	PRJEB85433	SAMEA117660440	CBCSFV000000000.1	na	271155	271155	Flavobacterium antarcticum	strain=type strain: CIP108750	CIP108750T	latest	Contig	Major	Full	2025-02-13	CIP108750T	Collection de l'Institut Pasteur	GCF_965139325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/325/GCA_965139325.1_CIP108750T	na	na	na	haploid	bacteria	3082269	3082269	35.000000	0	30	30	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2858	2763	94	na
GCA_965139255.1	PRJEB85433	SAMEA117660460	CBCSGA000000000.1	na	271156	271156	Flavobacterium weaverense	strain=type strain: CIP109334	CIP109334T	latest	Scaffold	Major	Full	2025-02-13	CIP109334T	Collection de l'Institut Pasteur	GCF_965139255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/255/GCA_965139255.1_CIP109334T	na	na	na	haploid	bacteria	3399838	3399533	33.000000	0	51	51	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3023	2900	119	na
GCA_965139345.1	PRJEB85433	SAMEA117660435	CBCSHK000000000.1	na	278860	278860	Vibrio neonatus	strain=type strain: CIP108521	CIP108521T	latest	Scaffold	Major	Full	2025-02-13	CIP108521T	Collection de l'Institut Pasteur	GCF_965139345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/345/GCA_965139345.1_CIP108521T	na	na	na	haploid	bacteria	3752010	3749645	43.000000	0	105	105	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3379	3262	112	na
GCA_965138325.1	PRJEB85433	SAMEA117660457	CBCSGI000000000.1	na	280236	280236	Nocardiopsis gilva	strain=type strain: CIP109294	CIP109294T	latest	Scaffold	Major	Full	2025-02-13	CIP109294T	Collection de l'Institut Pasteur	GCF_965138325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/325/GCA_965138325.1_CIP109294T	na	na	na	haploid	bacteria	6052300	6052085	69.500000	0	257	257	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5474	5389	81	na
GCA_965138495.1	PRJEB85433	SAMEA117660458	CBCSIT000000000.1	na	280238	280238	Nocardiopsis rhodophaea	strain=type strain: CIP109296	CIP109296T	latest	Scaffold	Major	Full	2025-02-13	CIP109296T	Collection de l'Institut Pasteur	GCF_965138495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/495/GCA_965138495.1_CIP109296T	na	na	na	haploid	bacteria	6048208	6047994	69.500000	0	355	355	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5399	5323	71	na
GCA_965139505.1	PRJEB85433	SAMEA117660436	CBCSHZ000000000.1	na	291190	291190	Gillisia hiemivivida	strain=type strain: CIP108528	CIP108528T	latest	Scaffold	Major	Full	2025-02-13	CIP108528T	Collection de l'Institut Pasteur	GCF_965139505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/505/GCA_965139505.1_CIP108528T	na	assembly from type material	na	haploid	bacteria	3725238	3724886	35.000000	0	69	69	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3321	3263	50	na
GCA_965139335.1	PRJEB85433	SAMEA117660437	CBCSEL000000000.1	na	300419	300419	Catellicoccus marimammalium	strain=type strain: CIP108575	CIP108575T	latest	Contig	Major	Full	2025-02-13	CIP108575T	Collection de l'Institut Pasteur	GCF_965139335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/335/GCA_965139335.1_CIP108575T	na	assembly from type material	na	haploid	bacteria	1284230	1284230	34.000000	0	13	13	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	1256	1195	61	na
GCA_965137215.1	PRJEB85433	SAMEA117660452	CBCRZB000000000.1	na	310783	310783	Deinococcus deserti	strain=type strain: CIP109153	CIP109153T	latest	Scaffold	Major	Full	2025-02-12	CIP109153T	Collection de l'Institut Pasteur	GCF_965137215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/215/GCA_965137215.1_CIP109153T	na	na	na	haploid	bacteria	3835762	3835668	63.000000	0	39	39	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3693	3631	56	na
GCA_965137185.1	PRJEB85433	SAMEA117660445	CBCRZO000000000.1	na	317019	317019	Nocardioides dubius	strain=type strain: CIP109028	CIP109028T	latest	Scaffold	Major	Full	2025-02-12	CIP109028T	Collection de l'Institut Pasteur	GCF_965137185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/185/GCA_965137185.1_CIP109028T	na	na	na	haploid	bacteria	4561630	4561455	70.500000	0	38	38	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	4312	4253	58	na
GCA_965139135.1	PRJEB85433	SAMEA117660439	CBCSGF000000000.1	na	319054	319054	Janibacter anophelis	strain=type strain: CIP108728	CIP108728T	latest	Scaffold	Major	Full	2025-02-13	CIP108728T	Collection de l'Institut Pasteur	GCF_965139135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/135/GCA_965139135.1_CIP108728T	na	assembly from type material	na	haploid	bacteria	3317637	3317404	71.500000	0	67	67	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3262	3204	55	na
GCA_965139265.1	PRJEB85433	SAMEA117660451	CBCSJK000000000.1	na	320909	320909	Paenibacillus alkaliterrae	strain=type strain: CIP109150	CIP109150T	latest	Scaffold	Major	Full	2025-02-13	CIP109150T	Collection de l'Institut Pasteur	GCF_965139265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/265/GCA_965139265.1_CIP109150T	na	na	na	haploid	bacteria	5681295	5678873	48.500000	0	185	185	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5435	5342	85	na
GCA_965136635.1	PRJEB85433	SAMEA117660459	CBCRVH000000000.1	na	322596	322596	Dermacoccus abyssi	strain=type strain: CIP109302	CIP109302T	latest	Scaffold	Major	Full	2025-02-12	CIP109302T	Collection de l'Institut Pasteur	GCF_965136635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/635/GCA_965136635.1_CIP109302T	na	na	na	haploid	bacteria	3167478	3166329	68.000000	0	56	56	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3034	2965	59	na
GCA_965137655.1	PRJEB85433	SAMEA117660461	CBCSAI000000000.1	na	322601	322601	Dermacoccus barathri	strain=type strain: CIP109399	CIP109399T	latest	Scaffold	Major	Full	2025-02-12	CIP109399T	Collection de l'Institut Pasteur	GCF_965137655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/655/GCA_965137655.1_CIP109399T	na	na	na	haploid	bacteria	3139529	3138184	68.000000	0	67	67	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3008	2939	59	na
GCA_965139305.1	PRJEB85433	SAMEA117660444	CBCSHD000000000.1	na	327939	327939	Pseudoalteromonas byunsanensis	strain=type strain: CIP109024	CIP109024T	latest	Scaffold	Major	Full	2025-02-13	CIP109024T	Collection de l'Institut Pasteur	GCF_965139305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/305/GCA_965139305.1_CIP109024T	na	na	na	haploid	bacteria	4700015	4696875	42.500000	0	43	43	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4089	3993	93	na
